
🇨🇳央视,#genre#
CCTV5+,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226171/1/index.m3u8?fmt=ts2hls$回看源
CCTV5+,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226230/1/index.m3u8?fmt=ts2hls$回看源
CCTV5+,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226285/1/index.m3u8?fmt=ts2hls$回看源
CCTV5+,http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221225821/1.m3u8#http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221225939/1.m3u8

CCTV综艺娱乐,https://p4.weizan.cn/1228393605/270303707572166290/live.m3u8
CCTV4K,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8

CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225501/index.m3u8?fmt=ts2hls$回看源
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225573/index.m3u8?fmt=ts2hls$回看源
CCTV2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225500/index.m3u8?fmt=ts2hls$回看源
CCTV2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225572/index.m3u8?fmt=ts2hls$回看源
CCTV2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225919/index.m3u8?fmt=ts2hls$回看源
CCTV4,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225571/index.m3u8?fmt=ts2hls$回看源
CCTV7,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225499/index.m3u8?fmt=ts2hls$回看源
CCTV7,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225570/index.m3u8?fmt=ts2hls$回看源
CCTV9,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225920/index.m3u8?fmt=ts2hls$回看源
CCTV10,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225496/index.m3u8?fmt=ts2hls$回看源
CCTV10,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225569/index.m3u8?fmt=ts2hls$回看源
CCTV11,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225568/index.m3u8?fmt=ts2hls$回看源
CCTV12,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225495/index.m3u8?fmt=ts2hls$回看源
CCTV12,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225567/index.m3u8?fmt=ts2hls$回看源
CCTV12,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225921/index.m3u8?fmt=ts2hls$回看源
CCTV13,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225566/index.m3u8?fmt=ts2hls$回看源
CCTV14,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225565/index.m3u8?fmt=ts2hls$回看源
CCTV15,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225564/index.m3u8?fmt=ts2hls$回看源
CCTV17,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225910/index.m3u8?fmt=ts2hls$回看源
CCTV17,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225922/index.m3u8?fmt=ts2hls$回看源

CCTV1,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225726/1/index.m3u8?fmt=ts2hls
CCTV1,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225777/1/index.m3u8?fmt=ts2hls
CCTV2,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225706/1/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226008/1/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226040/1/index.m3u8?fmt=ts2hls
CCTV3,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226263/1/index.m3u8?fmt=ts2hls
CCTV4,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226266/1/index.m3u8?fmt=ts2hls
CCTV4,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225779/1/index.m3u8?fmt=ts2hls
CCTV4欧洲,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226268/1/index.m3u8?fmt=ts2hls
CCTV4美洲,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226269/1/index.m3u8?fmt=ts2hls
CCTV5,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226024/1/index.m3u8?fmt=ts2hls
CCTV5,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226248/1/index.m3u8?fmt=ts2hls
CCTV5,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226043/1/index.m3u8?fmt=ts2hls
CCTV5,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226259/1/index.m3u8?fmt=ts2hls
CCTV5+,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226285/1/index.m3u8?fmt=ts2hls
CCTV5+,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226171/1/index.m3u8?fmt=ts2hls
CCTV5+,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226128/1/index.m3u8?fmt=ts2hls
CCTV6,http://womlive.cloud.wo.cn/tvlive/100001/otpzod_otpzod%2C100001_hls_pull_2000K_live.m3u8
CCTV6,http://womlive.cloud.wo.cn/tvlive/100002/otpzod_otpzod%2C100002_hls_pull_2000K_live.m3u8
CCTV6,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226011/1/index.m3u8?fmt=ts2hls
CCTV6,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226046/1/index.m3u8?fmt=ts2hls
CCTV7,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225745/1/index.m3u8?fmt=ts2hls
CCTV8,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226060/1/index.m3u8?fmt=ts2hls
CCTV8,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226005/1/index.m3u8?fmt=ts2hls
CCTV8,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226244/1/index.m3u8?fmt=ts2hls
CCTV9,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226031/1/index.m3u8?fmt=ts2hls
CCTV10,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225685/1/index.m3u8?fmt=ts2hls
CCTV11,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225746/1/index.m3u8?fmt=ts2hls
CCTV12,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225747/1/index.m3u8?fmt=ts2hls
CCTV13,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225748/1/index.m3u8?fmt=ts2hls
CCTV14,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225727/1/index.m3u8?fmt=ts2hls
CCTV15,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225749/1/index.m3u8?fmt=ts2hls
CCTV17,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226027/1/index.m3u8?fmt=ts2hls
CETV1,http://39.136.18.76/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225723/1/index.m3u8?fmt=ts2hls

cctv1,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv1_2/index.m3u8$腾讯云1
cctv1,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv1_2_hd/index.m3u8$腾讯云2
cctv1,https://cctvalih5ca.v.myalicdn.com/live/cctv1_2/index.m3u8$阿里云1
cctv1,https://cctv5alih5ca.v.myalicdn.com/live/cctv1_2/index.m3u8$阿里云2
cctv1,https://cctvcnch5ca.v.wscdns.com/live/cctv1_2/index.m3u8$网宿1
cctv1,https://cctv5cnch5ca.v.wscdns.com/live/cctv1_2/index.m3u8$网宿2
cctv2,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv2_2/index.m3u8$腾讯云1
cctv2,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv2_2_hd/index.m3u8$腾讯云2
cctv2,https://cctvalih5ca.v.myalicdn.com/live/cctv2_2/index.m3u8$阿里云1
cctv2,https://cctv5alih5ca.v.myalicdn.com/live/cctv2_2/index.m3u8$阿里云2
cctv2,https://cctvcnch5ca.v.wscdns.com/live/cctv2_2/index.m3u8$网宿1
cctv2,https://cctv5cnch5ca.v.wscdns.com/live/cctv2_2/index.m3u8$网宿2
cctv4,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv4_2/index.m3u8$腾讯云1
cctv4,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv4_2_hd/index.m3u8$腾讯云2
cctv4,https://cctvalih5ca.v.myalicdn.com/live/cctv4_2/index.m3u8$阿里云1
cctv4,https://cctv5alih5ca.v.myalicdn.com/live/cctv4_2/index.m3u8$阿里云2
cctv4,https://cctvcnch5ca.v.wscdns.com/live/cctv4_2/index.m3u8$网宿1
cctv4,https://cctv5cnch5ca.v.wscdns.com/live/cctv4_2/index.m3u8$网宿2
cctv5,https://cctvalih5ca.v.myalicdn.com/live/cctv5_2/index.m3u8$阿里云1
cctv5,https://cctv5alih5ca.v.myalicdn.com/live/cctv5_2/index.m3u8$阿里云2
cctv5,https://cctv5cnch5ca.v.wscdns.com/live/cctv5_2/index.m3u8$网宿2
cctv7,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv7_2/index.m3u8$腾讯云1
cctv7,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv7_2_hd/index.m3u8$腾讯云2
cctv7,https://cctvalih5ca.v.myalicdn.com/live/cctv7_2/index.m3u8$阿里云1
cctv7,https://cctv5alih5ca.v.myalicdn.com/live/cctv7_2/index.m3u8$阿里云2
cctv7,https://cctvcnch5ca.v.wscdns.com/live/cctv7_2/index.m3u8$网宿1
cctv7,https://cctv5cnch5ca.v.wscdns.com/live/cctv7_2/index.m3u8$网宿2
cctv10,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv10_2/index.m3u8$腾讯云1
cctv10,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv10_2_hd/index.m3u8$腾讯云2
cctv10,https://cctvalih5ca.v.myalicdn.com/live/cctv10_2/index.m3u8$阿里云1
cctv10,https://cctv5alih5ca.v.myalicdn.com/live/cctv10_2/index.m3u8$阿里云2
cctv10,https://cctvcnch5ca.v.wscdns.com/live/cctv10_2/index.m3u8$网宿1
cctv10,https://cctv5cnch5ca.v.wscdns.com/live/cctv10_2/index.m3u8$网宿2
cctv11,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv11_2/index.m3u8$腾讯云1
cctv11,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv11_2_hd/index.m3u8$腾讯云2
cctv11,https://cctvalih5ca.v.myalicdn.com/live/cctv11_2/index.m3u8$阿里云1
cctv11,https://cctv5alih5ca.v.myalicdn.com/live/cctv11_2/index.m3u8$阿里云2
cctv11,https://cctvcnch5ca.v.wscdns.com/live/cctv11_2/index.m3u8$网宿1
cctv11,https://cctv5cnch5ca.v.wscdns.com/live/cctv11_2/index.m3u8$网宿2
cctv12,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv12_2/index.m3u8$腾讯云1
cctv12,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv12_2_hd/index.m3u8$腾讯云2
cctv12,https://cctvalih5ca.v.myalicdn.com/live/cctv12_2/index.m3u8$阿里云1
cctv12,https://cctv5alih5ca.v.myalicdn.com/live/cctv12_2/index.m3u8$阿里云2
cctv12,https://cctvcnch5ca.v.wscdns.com/live/cctv12_2/index.m3u8$网宿1
cctv12,https://cctv5cnch5ca.v.wscdns.com/live/cctv12_2/index.m3u8$网宿2
cctv13,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv13_2/index.m3u8$腾讯云1
cctv13,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv13_2_hd/index.m3u8$腾讯云2
cctv13,https://cctvalih5ca.v.myalicdn.com/live/cctv13_2/index.m3u8$阿里云1
cctv13,https://cctv5alih5ca.v.myalicdn.com/live/cctv13_2/index.m3u8$阿里云2
cctv13,https://cctvcnch5ca.v.wscdns.com/live/cctv13_2/index.m3u8$网宿1
cctv13,https://cctv5cnch5ca.v.wscdns.com/live/cctv13_2/index.m3u8$网宿2
cctv15,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv15_2/index.m3u8$腾讯云1
cctv15,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv15_2_hd/index.m3u8$腾讯云2
cctv15,https://cctvalih5ca.v.myalicdn.com/live/cctv15_2/index.m3u8$阿里云1
cctv15,https://cctv5alih5ca.v.myalicdn.com/live/cctv15_2/index.m3u8$阿里云2
cctv15,https://cctvcnch5ca.v.wscdns.com/live/cctv15_2/index.m3u8$网宿1
cctv15,https://cctv5cnch5ca.v.wscdns.com/live/cctv15_2/index.m3u8$网宿2
cctv16,https://cctvalih5ca.v.myalicdn.com/live/cctv16_2/index.m3u8$阿里云1
cctv16,https://cctv5alih5ca.v.myalicdn.com/live/cctv16_2/index.m3u8$阿里云2
cctv16,https://cctv5cnch5ca.v.wscdns.com/live/cctv16_2/index.m3u8$网宿2
cctv17,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv17_2/index.m3u8$腾讯云1
cctv17,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv17_2_hd/index.m3u8$腾讯云2
cctv17,https://cctvalih5ca.v.myalicdn.com/live/cctv17_2/index.m3u8$阿里云1
cctv17,https://cctv5alih5ca.v.myalicdn.com/live/cctv17_2/index.m3u8$阿里云2
cctv17,https://cctvcnch5ca.v.wscdns.com/live/cctv17_2/index.m3u8$网宿1
cctv17,https://cctv5cnch5ca.v.wscdns.com/live/cctv17_2/index.m3u8$网宿2

国内二线
CCTV-1综合,http://117.148.179.155/PLTV/88888888/224/3221231468/index.m3u8
CCTV-2财经,http://117.148.179.147/PLTV/88888888/224/3221231678/index.m3u8
CCTV-3综艺,http://117.148.179.183/PLTV/88888888/224/3221231682/index.m3u8
CCTV-4中文国际,http://117.148.179.182/PLTV/88888888/224/3221231726/index.m3u8
